SMILES,NAME,FILTER,MW,LogP,HBD,HBA,TPSA,Rot
NS(=O)(=O)C[C@H]1CCCN1C[C@H](O)CN1CCOCC1,ZINC000330366558,OK,307.4160000000001,-1.5675999999999952,2,6,96.10000000000001,6
COC(=O)[C@H]1CN(CC(=O)N2CCN(C(C)=O)CC2)CCO1,ZINC000330368221,OK,313.3540000000001,-1.4490999999999954,0,6,79.39,3
COC(=O)[C@@H]1CN(CC(=O)N2CCN(C(C)=O)CC2)CCO1,ZINC000330368222,OK,313.3540000000001,-1.4490999999999954,0,6,79.39,3
COCCN1C[C@H](C(=O)N2CCOC[C@@H]2C(=O)OC)CC1=O,ZINC000330368232,OK,314.3380000000001,-1.118299999999997,0,6,85.38,5
COCCN1C[C@H](C(=O)N2CCOC[C@H]2C(=O)OC)CC1=O,ZINC000330368233,OK,314.3380000000001,-1.118299999999997,0,6,85.38,5
COCCN1C[C@@H](C(=O)N2CCOC[C@H]2C(=O)OC)CC1=O,ZINC000330368234,OK,314.3380000000001,-1.118299999999997,0,6,85.38,5
COCCN1C[C@@H](C(=O)N2CCOC[C@@H]2C(=O)OC)CC1=O,ZINC000330368235,OK,314.3380000000001,-1.118299999999997,0,6,85.38,5
C[C@@H]1CN(CCNS(=O)(=O)c2cnn(C)c2)C[C@H](CO)O1,ZINC000330368271,OK,318.3990000000001,-1.2199999999999978,2,7,96.69000000000001,6
C[C@@H]1CN(CCNS(=O)(=O)c2cnn(C)c2)C[C@@H](CO)O1,ZINC000330368272,OK,318.3990000000001,-1.2199999999999978,2,7,96.69000000000001,6
C[C@H]1CN(CCNS(=O)(=O)c2cnn(C)c2)C[C@@H](CO)O1,ZINC000330368273,OK,318.3990000000001,-1.2199999999999978,2,7,96.69000000000001,6
C[C@H]1CN(CCNS(=O)(=O)c2cnn(C)c2)C[C@H](CO)O1,ZINC000330368274,OK,318.3990000000001,-1.2199999999999978,2,7,96.69000000000001,6
CCS(=O)(=O)N1CCN(C[C@@H](O)CN2CCCC2=O)CC1,ZINC000330368300,OK,319.42700000000013,-1.062999999999997,1,5,81.16,6
CCS(=O)(=O)N1CCN(C[C@H](O)CN2CCCC2=O)CC1,ZINC000330368301,OK,319.42700000000013,-1.062999999999997,1,5,81.16,6
CNS(=O)(=O)C[C@H]1CCCN1C[C@H](O)CN1CCOCC1,ZINC000330368475,OK,321.44300000000015,-1.3068999999999957,2,6,82.11,7
CNS(=O)(=O)C[C@H]1CCCN1C[C@@H](O)CN1CCOCC1,ZINC000330368476,OK,321.44300000000015,-1.3068999999999957,2,6,82.11,7
CNS(=O)(=O)C[C@@H]1CCCN1C[C@H](O)CN1CCOCC1,ZINC000330368477,OK,321.44300000000015,-1.3068999999999957,2,6,82.11,7
CNS(=O)(=O)C[C@@H]1CCCN1C[C@@H](O)CN1CCOCC1,ZINC000330368478,OK,321.44300000000015,-1.3068999999999957,2,6,82.11,7
CNS(=O)(=O)C[C@H]1CCCN1C[C@H](O)CN1CCCC1=O,ZINC000330369389,OK,319.42700000000013,-1.0166999999999975,2,5,89.94999999999999,7
CNS(=O)(=O)C[C@@H]1CCCN1C[C@@H](O)CN1CCCC1=O,ZINC000330369390,OK,319.42700000000013,-1.0166999999999975,2,5,89.94999999999999,7
CNS(=O)(=O)C[C@@H]1CCCN1C[C@H](O)CN1CCCC1=O,ZINC000330369391,OK,319.42700000000013,-1.0166999999999975,2,5,89.94999999999999,7
CNS(=O)(=O)C[C@H]1CCCN1C[C@@H](O)CN1CCCC1=O,ZINC000330369392,OK,319.42700000000013,-1.0166999999999975,2,5,89.94999999999999,7
COC(=O)C[C@@H]1CN(Cc2cc(=O)n(C)c(=O)n2C)CCO1,ZINC000330369465,Filter82_pyridinium > 0,311.33800000000014,-1.152099999999998,0,8,82.77,4
COC(=O)C[C@H]1CN(Cc2cc(=O)n(C)c(=O)n2C)CCO1,ZINC000330369466,Filter82_pyridinium > 0,311.33800000000014,-1.152099999999998,0,8,82.77,4
CC(=O)NCC(=O)NCCS(=O)(=O)N1CCSCC1,ZINC000330373045,OK,309.413,-1.3826999999999976,2,5,95.58,6
CNC(=O)CN1CCN(C(=O)[C@H](OC)c2cnn(C)c2)CC1,ZINC000330378686,OK,309.3700000000001,-1.0021999999999969,1,6,79.70000000000002,5
CNC(=O)CN1CCN(C(=O)[C@@H](OC)c2cnn(C)c2)CC1,ZINC000330378687,OK,309.3700000000001,-1.0021999999999969,1,6,79.70000000000002,5
COC(=O)[C@@H]1CS(=O)(=O)CCN1CCN1CCOC[C@H]1C,ZINC000330385220,OK,320.41100000000006,-1.0208999999999966,0,7,76.15,4
COC(=O)[C@H]1CS(=O)(=O)CCN1CCN1CCOC[C@@H]1C,ZINC000330385221,OK,320.41100000000006,-1.0208999999999966,0,7,76.15,4
COC(=O)[C@@H]1CS(=O)(=O)CCN1CCN1CCOC[C@@H]1C,ZINC000330385222,OK,320.41100000000006,-1.0208999999999966,0,7,76.15,4
COC(=O)[C@H]1CS(=O)(=O)CCN1CCN1CCOC[C@H]1C,ZINC000330385223,OK,320.41100000000006,-1.0208999999999966,0,7,76.15,4
COC(=O)[C@@H]1CS(=O)(=O)CCN1CCN1CCO[C@H](C)C1,ZINC000330394738,OK,320.41100000000006,-1.0208999999999966,0,7,76.15,4
COC(=O)[C@H]1CS(=O)(=O)CCN1CCN1CCO[C@@H](C)C1,ZINC000330394739,OK,320.41100000000006,-1.0208999999999966,0,7,76.15,4
COC(=O)[C@@H]1CS(=O)(=O)CCN1CCN1CCO[C@@H](C)C1,ZINC000330394740,OK,320.41100000000006,-1.0208999999999966,0,7,76.15,4
COC(=O)[C@H]1CS(=O)(=O)CCN1CCN1CCO[C@H](C)C1,ZINC000330394741,OK,320.41100000000006,-1.0208999999999966,0,7,76.15,4
CC(C)NC(=O)C(=O)N1CCN(C(=O)CCn2cncn2)CC1,ZINC000330398407,Filter41_12_dicarbonyl > 0,322.369,-1.1363999999999974,1,6,100.43,4
CC(C)(C)C(=O)NCCNC(=O)CN1CCS(=O)(=O)CC1,ZINC000330399957,OK,319.4270000000001,-1.0046999999999964,2,5,95.58000000000001,5
CC(=O)N[C@@H](C)C(=O)N1CCN(C(=O)C(=O)NC(C)C)CC1,ZINC000330402319,Filter41_12_dicarbonyl > 0,312.37000000000006,-1.2935999999999974,2,4,98.82,3
CC(=O)N[C@H](C)C(=O)N1CCN(C(=O)C(=O)NC(C)C)CC1,ZINC000330402334,Filter41_12_dicarbonyl > 0,312.37000000000006,-1.2935999999999974,2,4,98.82,3
CC(C)NC(=O)C(=O)N1CCN(C(=O)Cn2cnnn2)CC1,ZINC000330403052,Filter41_12_dicarbonyl > 0,309.33000000000004,-2.1314999999999964,1,7,113.32000000000001,3
CC(=O)N(C)CC(=O)N1CCN(C(=O)C(=O)NC(C)C)CC1,ZINC000330403898,Filter41_12_dicarbonyl > 0,312.3700000000001,-1.339899999999997,1,4,90.03,3
CC(=O)N(C)CC(=O)NCCS(=O)(=O)N1CCSCC1,ZINC000330408697,OK,323.4400000000001,-1.040499999999997,1,5,86.79,6
CCOC(=O)[C@H]1CCCN1S(=O)(=O)NCC(=O)N(C)C,ZINC000330411481,OK,307.37200000000007,-1.0634999999999977,1,5,96.02,6
CCOC(=O)[C@@H]1CCCN1S(=O)(=O)NCC(=O)N(C)C,ZINC000330411482,OK,307.37200000000007,-1.0634999999999977,1,5,96.02,6
C[C@@H]1CN(C(=O)Cn2cc(S(N)(=O)=O)cn2)CC(=O)N1C,ZINC000330412536,OK,315.3550000000001,-1.780399999999997,1,6,118.60000000000001,3
C[C@H]1CN(C(=O)Cn2cc(S(N)(=O)=O)cn2)CC(=O)N1C,ZINC000330412547,OK,315.3550000000001,-1.780399999999997,1,6,118.60000000000001,3
CCS(=O)(=O)NCCCN1CC[C@H](NS(C)(=O)=O)C1,ZINC000330413218,OK,313.4450000000001,-1.0606999999999966,2,5,95.58000000000001,8
CCS(=O)(=O)NCCCN1CC[C@@H](NS(C)(=O)=O)C1,ZINC000330413219,OK,313.4450000000001,-1.0606999999999966,2,5,95.58000000000001,8
CCCN(C(=O)CS(=O)(=O)N(C)C)[C@@H]1CC(=O)N(C)C1=O,ZINC000330413460,OK,319.38300000000004,-1.126299999999997,0,5,95.07,6
CCCN(C(=O)CS(=O)(=O)N(C)C)[C@H]1CC(=O)N(C)C1=O,ZINC000330413461,OK,319.38300000000004,-1.126299999999997,0,5,95.07,6
COC(=O)CN1CCN(CCC(=O)N2CCN(C)CC2)CC1,ZINC000330420168,OK,312.4140000000001,-1.058899999999996,0,6,56.330000000000005,5
COCCN1CN(S(=O)(=O)[C@H](C)C(=O)N(C)C)CC1=O,ZINC000330420614,OK,307.37200000000007,-1.4589999999999954,0,5,87.22999999999999,6
COCCN1CN(S(=O)(=O)[C@@H](C)C(=O)N(C)C)CC1=O,ZINC000330420615,OK,307.37200000000007,-1.4589999999999954,0,5,87.22999999999999,6
C[C@@H](NC(=O)CN1C(=O)NC(=O)C1(C)C)C(=O)NCCF,ZINC000330421850,Filter26_alkyl_halide > 0,302.30600000000004,-1.0927999999999982,3,4,107.61000000000001,6
C[C@H](NC(=O)CN1C(=O)NC(=O)C1(C)C)C(=O)NCCF,ZINC000330421852,Filter26_alkyl_halide > 0,302.30600000000004,-1.0927999999999982,3,4,107.61000000000001,6
COCCN1CN(C(=O)C(C)(C)NS(C)(=O)=O)CC1=O,ZINC000330424716,OK,307.3720000000001,-1.411099999999996,1,5,96.02000000000001,6
CC(C)(C)[C@H](NS(C)(=O)=O)C(=O)NCCn1ncnn1,ZINC000330425418,OK,304.376,-1.246799999999998,2,7,118.86999999999999,6
CC(C)(C)[C@@H](NS(C)(=O)=O)C(=O)NCCn1ncnn1,ZINC000330425423,OK,304.376,-1.246799999999998,2,7,118.86999999999999,6
COCCN1CN(C(=O)[C@H](NS(C)(=O)=O)C(C)C)CC1=O,ZINC000330427155,OK,321.39900000000017,-1.165099999999996,1,5,96.02000000000001,7
COCCN1CN(C(=O)[C@@H](NS(C)(=O)=O)C(C)C)CC1=O,ZINC000330427163,OK,321.39900000000017,-1.165099999999996,1,5,96.02000000000001,7
CO[C@H]1C[C@H](C(=O)NC[C@@](C)(O)CO)N(S(C)(=O)=O)C1,ZINC000330434523,OK,310.37200000000007,-2.1051999999999964,3,6,116.16999999999999,6
CO[C@H]1C[C@H](C(=O)NC[C@](C)(O)CO)N(S(C)(=O)=O)C1,ZINC000330434524,OK,310.37200000000007,-2.1051999999999964,3,6,116.16999999999999,6
COC(=O)[C@H](C)CNC(=O)C1CCN(S(N)(=O)=O)CC1,ZINC000330434798,OK,307.3720000000001,-1.172799999999997,2,5,118.79999999999998,5
COC(=O)[C@@H](C)CNC(=O)C1CCN(S(N)(=O)=O)CC1,ZINC000330434799,OK,307.3720000000001,-1.172799999999997,2,5,118.79999999999998,5
CCNC(=O)CNS(=O)(=O)N1CCC[C@@H]1C(=O)OCC,ZINC000330436841,OK,307.37200000000007,-1.0155999999999976,2,5,104.81000000000002,7
CCNC(=O)CNS(=O)(=O)N1CCC[C@H]1C(=O)OCC,ZINC000330436842,OK,307.37200000000007,-1.0155999999999976,2,5,104.81000000000002,7
CNS(=O)(=O)NCC(=O)NCC(C)(C)N1CCOCC1,ZINC000330438107,OK,308.4040000000001,-1.7327999999999963,3,5,99.77000000000001,7
CNS(=O)(=O)NCC(=O)NCCC(=O)N1CCCCC1,ZINC000330438109,OK,306.38800000000015,-1.4409999999999974,3,4,107.61,7
CCOC(=O)[C@H]1CCCN1S(=O)(=O)N(C)CC(=O)NC,ZINC000330439121,OK,307.372,-1.0634999999999972,1,5,96.02000000000001,6
CCOC(=O)[C@@H]1CCCN1S(=O)(=O)N(C)CC(=O)NC,ZINC000330439124,OK,307.372,-1.0634999999999972,1,5,96.02000000000001,6
CNS(=O)(=O)NCC(=O)N1CCC(OCCN(C)C)CC1,ZINC000330439795,OK,322.4310000000001,-1.3905999999999967,2,5,90.98,8
CN(CCCNC(=O)CN1CCC[C@@H](O)C1)S(C)(=O)=O,ZINC000330440150,OK,307.416,-1.1591999999999976,2,5,89.94999999999999,7
CN(CCCNC(=O)CN1CCC[C@H](O)C1)S(C)(=O)=O,ZINC000330440151,OK,307.416,-1.1591999999999976,2,5,89.94999999999999,7
COCCN1CN(C(=O)CCS(=O)(=O)N(C)C)CC1=O,ZINC000330440190,OK,307.37200000000007,-1.4573999999999956,0,5,87.22999999999999,7
CCS(=O)(=O)N(C)CC(=O)N1CC(=O)N(CCOC)C1,ZINC000330440754,OK,307.37200000000007,-1.4573999999999965,0,5,87.23,7
CC(=O)N1CSC[C@@H]1C(=O)NCCCNS(C)(=O)=O,ZINC000330440813,OK,309.41300000000007,-1.0366999999999977,2,5,95.58000000000001,6
CC(=O)N1CSC[C@H]1C(=O)NCCCNS(C)(=O)=O,ZINC000330440817,OK,309.41300000000007,-1.0366999999999977,2,5,95.58000000000001,6
CNS(=O)(=O)NCC(=O)NCCn1cnnc1C(C)C,ZINC000330440876,OK,304.3760000000001,-1.428499999999998,3,6,118.01000000000002,8
CN(C)S(=O)(=O)c1cc(C(=O)NC[C@@](C)(O)CO)n(C)c1,ZINC000330441553,OK,319.38300000000004,-1.251499999999999,3,6,111.87,6
CN(C)S(=O)(=O)c1cc(C(=O)NC[C@](C)(O)CO)n(C)c1,ZINC000330441554,OK,319.38300000000004,-1.251499999999999,3,6,111.87,6
CNS(=O)(=O)NCC(=O)NCCC(=O)N1CCN(C)CC1,ZINC000330441583,OK,321.40300000000013,-2.6794999999999956,3,5,110.85,7
CN1CCN(C(=O)CCN2CCC[C@@H]2CS(N)(=O)=O)CC1,ZINC000330441742,OK,318.4430000000001,-1.0965999999999951,1,5,86.94999999999999,5
CN1CCN(C(=O)CCN2CCC[C@H]2CS(N)(=O)=O)CC1,ZINC000330441743,OK,318.4430000000001,-1.0965999999999951,1,5,86.94999999999999,5
COC(=O)CCN1CCN(C(=O)C(=O)N2CCOCC2)CC1,ZINC000330442066,Filter41_12_dicarbonyl > 0,313.35400000000016,-1.4474999999999965,0,6,79.39,3
CN1CCO[C@H](CNC(=O)c2ccc(S(N)(=O)=O)o2)C1,ZINC000330442851,OK,303.3400000000001,-1.0125999999999982,2,6,114.86999999999999,4
CN1CCO[C@@H](CNC(=O)c2ccc(S(N)(=O)=O)o2)C1,ZINC000330442852,OK,303.3400000000001,-1.0125999999999982,2,6,114.86999999999999,4
COc1cccc(CC(=O)N2CCN(S(N)(=O)=O)CC2)n1,ZINC000330443118,OK,314.3670000000001,-1.0195999999999972,1,5,105.83,4
CNS(=O)(=O)NCC(=O)NCCC(=O)N1CCOCC1,ZINC000330443319,OK,308.3600000000001,-2.594699999999996,3,5,116.84,7
CNS(=O)(=O)NCC(=O)NC[C@H](C)CN1CCOCC1,ZINC000330444006,OK,308.4040000000001,-1.8752999999999962,3,5,99.77000000000001,8
CNS(=O)(=O)NCC(=O)NC[C@@H](C)CN1CCOCC1,ZINC000330444007,OK,308.4040000000001,-1.8752999999999962,3,5,99.77000000000001,8
CN(C)CC(=O)N1CCN(CC(=O)N2CCNC(=O)C2)CC1,ZINC000330444744,OK,311.3860000000001,-2.349399999999994,1,5,76.20000000000002,4
CN(CC(=O)N[C@H](CO)CN1CCOCC1)S(C)(=O)=O,ZINC000330445530,OK,309.388,-2.3128999999999955,2,6,99.18,7
CN(CC(=O)N[C@@H](CO)CN1CCOCC1)S(C)(=O)=O,ZINC000330445541,OK,309.388,-2.3128999999999955,2,6,99.18,7
C[C@@H](NC(=O)CN(C)CC(=O)N1CCOCC1)C(=O)N(C)C,ZINC000330445950,OK,314.38599999999997,-1.6300999999999952,1,5,82.19000000000001,6
C[C@H](NC(=O)CN(C)CC(=O)N1CCOCC1)C(=O)N(C)C,ZINC000330445951,OK,314.38599999999997,-1.6300999999999952,1,5,82.19000000000001,6
CCNC(=O)CN1CCN(C(=O)C(=O)c2cnn(C)c2)CC1,ZINC000330447239,Filter41_12_dicarbonyl > 0,307.3540000000001,-1.1168999999999976,1,6,87.53999999999999,5
CCOC(=O)[C@@H]1CCCN(C(=O)CNS(=O)(=O)NC)C1,ZINC000330447961,OK,307.37200000000007,-1.1580999999999977,2,5,104.81,6
CCOC(=O)[C@H]1CCCN(C(=O)CNS(=O)(=O)NC)C1,ZINC000330447962,OK,307.37200000000007,-1.1580999999999977,2,5,104.81,6
CNS(=O)(=O)NCC(=O)NCCCN1C[C@@H](C)O[C@H](C)C1,ZINC000330448009,OK,322.4310000000001,-1.3442999999999965,3,5,99.77000000000001,8
CN(C)CC(=O)N1CCN(C[C@H](O)CN2CCOCC2)CC1,ZINC000330448303,OK,314.4300000000001,-1.6146999999999938,1,6,59.49000000000001,6
CN(C)CC(=O)N1CCN(C[C@@H](O)CN2CCOCC2)CC1,ZINC000330448304,OK,314.4300000000001,-1.6146999999999938,1,6,59.49000000000001,6
CNS(=O)(=O)NCC(=O)NCCCN1C[C@@H](C)O[C@@H](C)C1,ZINC000330448575,OK,322.4310000000001,-1.3442999999999965,3,5,99.77000000000001,8
CNS(=O)(=O)NCC(=O)NCCCN1C[C@H](C)O[C@@H](C)C1,ZINC000330448576,OK,322.4310000000001,-1.3442999999999965,3,5,99.77000000000001,8
COCC(=O)N1CCN(C[C@@H](O)CN2CCOCC2)CC1,ZINC000330449083,OK,301.3870000000001,-1.5298999999999952,1,6,65.48,6
COCC(=O)N1CCN(C[C@H](O)CN2CCOCC2)CC1,ZINC000330449084,OK,301.3870000000001,-1.5298999999999952,1,6,65.48,6
CNS(=O)(=O)NCC(=O)N1CCC(Cn2ccnn2)CC1,ZINC000330450055,OK,316.38700000000006,-1.4294999999999976,2,6,109.22,6
CNS(=O)(=O)NCC(=O)NCCc1c(C)nn(C)c1C,ZINC000330450223,OK,303.38800000000003,-1.2505599999999972,3,5,105.12,7
CCNC(=O)CN1CCN(C(=O)CCS(C)(=O)=O)CC1,ZINC000330450685,OK,305.4000000000001,-1.2985999999999964,1,5,86.78999999999999,6
CC(=O)NCC(=O)N1CCN(c2ncccc2C(N)=O)CC1,ZINC000330450981,OK,305.33800000000014,-1.0347999999999973,2,5,108.63,4
Cc1nc(S(=O)(=O)NCCC(=O)NC[C@@H](C)O)cn1C,ZINC000330452393,OK,304.372,-1.1060799999999986,3,6,113.32,7
Cc1nc(S(=O)(=O)NCCC(=O)NC[C@H](C)O)cn1C,ZINC000330452394,OK,304.372,-1.1060799999999986,3,6,113.32,7
CNS(=O)(=O)N1CCN(C(=O)CCOCCOC)CC1,ZINC000330452402,OK,309.38800000000003,-1.352099999999996,1,5,88.18,8
CC[C@H](O)CN1CCN(C(=O)CNS(=O)(=O)NC)CC1,ZINC000330452535,OK,308.4040000000001,-2.0446999999999944,3,5,101.97999999999999,7
CC[C@@H](O)CN1CCN(C(=O)CNS(=O)(=O)NC)CC1,ZINC000330452536,OK,308.4040000000001,-2.0446999999999944,3,5,101.97999999999999,7
CNS(=O)(=O)NCC(=O)N1CCN(c2ccccn2)CC1,ZINC000330453573,OK,313.3830000000001,-1.2159999999999982,2,5,94.64,5
CNS(=O)(=O)NCC(=O)NC[C@H](C(C)C)N1CCOCC1,ZINC000330453577,OK,322.4310000000002,-1.4867999999999963,3,5,99.77000000000001,8
CNS(=O)(=O)NCC(=O)NC[C@@H](C(C)C)N1CCOCC1,ZINC000330453578,OK,322.4310000000002,-1.4867999999999963,3,5,99.77000000000001,8
CNS(=O)(=O)NCC(=O)N(C)CCCN1CCN(C)CC1,ZINC000330453985,OK,321.4470000000001,-1.8638999999999952,2,5,84.99,8
CCS(=O)(=O)N1CCC[C@H](C(=O)NC[C@@](C)(O)CO)C1,ZINC000330454198,OK,308.40000000000003,-1.0923999999999974,3,5,106.94000000000001,6
CCS(=O)(=O)N1CCC[C@H](C(=O)NC[C@](C)(O)CO)C1,ZINC000330454199,OK,308.40000000000003,-1.0923999999999974,3,5,106.94000000000001,6
CCS(=O)(=O)N1CCC[C@@H](C(=O)NC[C@](C)(O)CO)C1,ZINC000330454200,OK,308.40000000000003,-1.0923999999999974,3,5,106.94000000000001,6
CCS(=O)(=O)N1CCC[C@@H](C(=O)NC[C@@](C)(O)CO)C1,ZINC000330454201,OK,308.40000000000003,-1.0923999999999974,3,5,106.94000000000001,6
CNS(=O)(=O)NCC(=O)NC[C@@H]1CN(CC(C)C)CCO1,ZINC000330454731,OK,322.43100000000015,-1.4867999999999963,3,5,99.77000000000001,8
CNS(=O)(=O)NCC(=O)NC[C@H]1CN(CC(C)C)CCO1,ZINC000330454732,OK,322.43100000000015,-1.4867999999999963,3,5,99.77000000000001,8
CC(C)N1C(=O)C(=O)N(CC(=O)N[C@H](C)C(=O)N(C)C)C1=O,ZINC000330456762,Filter41_12_dicarbonyl > 0,312.3260000000001,-1.2214999999999978,1,5,107.1,5
CC(C)N1C(=O)C(=O)N(CC(=O)N[C@@H](C)C(=O)N(C)C)C1=O,ZINC000330456763,Filter41_12_dicarbonyl > 0,312.3260000000001,-1.2214999999999978,1,5,107.1,5
CCN(CCO)C(=O)CNS(=O)(=O)c1cn(C)c(C)n1,ZINC000330457693,OK,304.37200000000007,-1.1523799999999988,2,6,104.53000000000002,7
CC(C)[C@@H](O)CNC(=O)CNS(=O)(=O)c1cnn(C)c1,ZINC000330459180,OK,304.372,-1.1684999999999985,3,6,113.32,7
CC(C)[C@H](O)CNC(=O)CNS(=O)(=O)c1cnn(C)c1,ZINC000330459181,OK,304.372,-1.1684999999999985,3,6,113.32,7
CNS(=O)(=O)NCC(=O)NCCN1CCN(C(C)=O)CC1,ZINC000330460156,OK,321.40300000000013,-2.6794999999999947,3,5,110.85,7
CNS(=O)(=O)NCC(=O)N[C@H](C)[C@@H](C)N1CCOCC1,ZINC000330460188,OK,308.40400000000017,-1.7343999999999962,3,5,99.77000000000001,7
CNS(=O)(=O)NCC(=O)N[C@@H](C)[C@H](C)N1CCOCC1,ZINC000330460189,OK,308.40400000000017,-1.7343999999999962,3,5,99.77000000000001,7
CNS(=O)(=O)NCC(=O)N[C@@H](C)[C@@H](C)N1CCOCC1,ZINC000330460190,OK,308.40400000000017,-1.7343999999999962,3,5,99.77000000000001,7
CNS(=O)(=O)NCC(=O)N[C@H](C)[C@H](C)N1CCOCC1,ZINC000330460191,OK,308.40400000000017,-1.7343999999999962,3,5,99.77000000000001,7
CCNC(=O)CN1CCN(C(=O)[C@@H](C)N2CCOCC2)CC1,ZINC000330460288,OK,312.41400000000016,-1.0125999999999957,1,5,65.12,5
CCNC(=O)CN1CCN(C(=O)[C@H](C)N2CCOCC2)CC1,ZINC000330460289,OK,312.41400000000016,-1.0125999999999957,1,5,65.12,5
O=C(CN1CSCC1=O)N[C@H](CO)CN1CCOCC1,ZINC000330460927,OK,303.3840000000001,-1.6713999999999973,2,6,82.11,6
O=C(CN1CSCC1=O)N[C@@H](CO)CN1CCOCC1,ZINC000330460928,OK,303.3840000000001,-1.6713999999999973,2,6,82.11,6
CNS(=O)(=O)NCC(=O)NCC1(C(=O)N(C)C)CCCC1,ZINC000330462346,OK,320.4150000000002,-1.1949999999999974,3,4,107.61,7
CNC(=O)CN1CCN(C(=O)Cn2ccc(=O)n(C)c2=O)CC1,ZINC000330463449,Filter82_pyridinium > 0,323.3530000000001,-2.5627999999999957,1,7,96.65,4
CCOC(=O)C1CCN(C(=O)CNS(=O)(=O)NC)CC1,ZINC000330464152,OK,307.37200000000007,-1.1580999999999972,2,5,104.81,6
CNS(=O)(=O)NCC(=O)NC1CCN(CCOC)CC1,ZINC000330464860,OK,308.4040000000001,-1.7327999999999963,3,5,99.77000000000001,8
CCc1nc2n(n1)CCC[C@H]2NC(=O)CNS(=O)(=O)NC,ZINC000330464989,OK,316.38700000000006,-1.1545999999999976,3,6,118.00999999999999,6
CCc1nc2n(n1)CCC[C@@H]2NC(=O)CNS(=O)(=O)NC,ZINC000330464991,OK,316.38700000000006,-1.1545999999999976,3,6,118.00999999999999,6
CNS(=O)(=O)NCC(=O)N[C@H]1CCN(c2ccccn2)C1,ZINC000330465197,OK,313.38300000000004,-1.1696999999999977,3,5,103.43,6
CNS(=O)(=O)NCC(=O)N[C@@H]1CCN(c2ccccn2)C1,ZINC000330465198,OK,313.38300000000004,-1.1696999999999977,3,5,103.43,6
COC(=O)C[C@H]1C(=O)NCCN1C(=O)c1cccc(=O)n1C,ZINC000330466679,Filter82_pyridinium > 0,307.30600000000004,-1.110999999999998,1,6,97.71000000000001,3
COC(=O)C[C@@H]1C(=O)NCCN1C(=O)c1cccc(=O)n1C,ZINC000330466680,Filter82_pyridinium > 0,307.30600000000004,-1.110999999999998,1,6,97.71000000000001,3
C[C@H](CO)[C@H](C)NC(=O)CNS(=O)(=O)c1cnn(C)c1,ZINC000330466828,OK,304.372,-1.1684999999999985,3,6,113.32,7
C[C@@H](CO)[C@@H](C)NC(=O)CNS(=O)(=O)c1cnn(C)c1,ZINC000330466829,OK,304.372,-1.1684999999999985,3,6,113.32,7
C[C@@H](CO)[C@H](C)NC(=O)CNS(=O)(=O)c1cnn(C)c1,ZINC000330466830,OK,304.372,-1.1684999999999985,3,6,113.32,7
C[C@@H](NC(=O)CNS(=O)(=O)c1cnn(C)c1)[C@H](C)CO,ZINC000330466831,OK,304.37200000000007,-1.1684999999999988,3,6,113.32000000000001,7
CNS(=O)(=O)NCC(=O)N1CCN(CCOC(C)C)CC1,ZINC000330467004,OK,322.4310000000001,-1.3905999999999958,2,5,90.98,8
CCCNC(=O)[C@H]1CCCN(C(=O)CNS(=O)(=O)NC)C1,ZINC000330467023,OK,320.4150000000001,-1.194999999999997,3,4,107.61000000000001,7
CCCNC(=O)[C@@H]1CCCN(C(=O)CNS(=O)(=O)NC)C1,ZINC000330467024,OK,320.4150000000001,-1.194999999999997,3,4,107.61000000000001,7
COC(=O)C[C@@H]1C(=O)NCCN1C(=O)[C@@H](C)N1CCOCC1,ZINC000330467605,OK,313.3540000000001,-1.4027999999999958,1,6,88.18,4
COC(=O)C[C@H]1C(=O)NCCN1C(=O)[C@@H](C)N1CCOCC1,ZINC000330467606,OK,313.3540000000001,-1.4027999999999958,1,6,88.18,4
COC(=O)C[C@H]1C(=O)NCCN1C(=O)[C@H](C)N1CCOCC1,ZINC000330467607,OK,313.3540000000001,-1.4027999999999958,1,6,88.18,4
COC(=O)C[C@@H]1C(=O)NCCN1C(=O)[C@H](C)N1CCOCC1,ZINC000330467608,OK,313.3540000000001,-1.4027999999999958,1,6,88.18,4
CN(CCN1CCOCC1)C(=O)CN1CCS(=O)(=O)CC1,ZINC000330469075,OK,319.4270000000001,-1.4925999999999962,0,6,70.16,5
CN(C)C(=O)CCN1CCN(C(=O)CN2C(=O)CCC2=O)CC1,ZINC000330469238,OK,324.3810000000001,-1.2420999999999969,0,5,81.24000000000001,5
CNS(=O)(=O)NCC(=O)N1CCOC[C@@H]1c1cccn1C,ZINC000330469253,OK,316.383,-1.0211999999999986,2,5,92.67000000000002,5
CNS(=O)(=O)NCC(=O)N1CCOC[C@H]1c1cccn1C,ZINC000330469254,OK,316.383,-1.0211999999999986,2,5,92.67000000000002,5
C[C@H]1CCCN(CC(=O)c2c(N)n(C)c(=O)n(C)c2=O)[C@H]1CO,ZINC000330469304,Filter82_pyridinium > 0,324.3810000000001,-1.0582999999999971,2,8,110.55999999999999,4
C[C@@H]1CCCN(CC(=O)c2c(N)n(C)c(=O)n(C)c2=O)[C@H]1CO,ZINC000330469305,Filter82_pyridinium > 0,324.3810000000001,-1.0582999999999971,2,8,110.55999999999999,4
CC[C@@H](NC(=O)CNS(=O)(=O)NC)C(=O)N1CCOCC1,ZINC000330469422,OK,322.38700000000017,-2.2061999999999955,3,5,116.84,7
