SMILES,NAME,FILTER,MW,LogP,HBD,HBA,TPSA,Rot
C[C@@H](CNS(=O)(=O)CCCS(=O)(=O)N(C)C)C(=O)O,ZINC000516284904,OK,316.401,-1.0919999999999972,2,5,120.85000000000001,9
CN(CC(=O)N1CCNCC1)S(=O)(=O)c1ccn(C)n1,ZINC000516288753,OK,301.372,-1.527599999999997,1,6,87.54,4
CC(=O)Nc1ncc(S(=O)(=O)N[C@@H](CO)C(=O)O)s1,ZINC000516297827,OK,309.325,-1.1746999999999992,4,7,145.69,6
CCC[C@@H](NC(=O)CN(C)S(=O)(=O)N(C)C)c1nn[nH]n1,ZINC000516298903,OK,319.391,-1.1046999999999971,2,6,124.17999999999999,8
CCC[C@H](NC(=O)CN(C)S(=O)(=O)N(C)C)c1nn[nH]n1,ZINC000516298905,OK,319.391,-1.1046999999999971,2,6,124.17999999999999,8
COc1cncc(NC(=O)C(=O)N2CC(NC(=O)C3CC3)C2)n1,ZINC000516301997,Filter41_12_dicarbonyl > 0,319.3210000000001,-0.8392999999999997,2,6,113.52,4
CN(C)S(=O)(=O)NCCNC(=O)COC[C@@H]1CCCO1,ZINC000516307145,OK,309.3880000000001,-1.3057999999999965,2,5,96.97000000000001,9
CN(C)S(=O)(=O)NCCNC(=O)COC[C@H]1CCCO1,ZINC000516307146,OK,309.3880000000001,-1.3057999999999965,2,5,96.97000000000001,9
COC(=O)C[C@@H]1C(=O)NCCN1C(=O)CN1CCCNC1=O,ZINC000516385962,OK,312.326,-1.7081999999999964,2,5,108.05000000000001,4
COC(=O)C[C@H]1C(=O)NCCN1C(=O)CN1CCCNC1=O,ZINC000516385963,OK,312.326,-1.7081999999999964,2,5,108.05000000000001,4
Cn1c2ncc(NC(=O)CCNC(N)=O)cc2c(=O)n(C)c1=O,ZINC000516388330,Filter82_pyridinium > 0,320.309,-1.370899999999999,3,7,141.10999999999999,4
CN(CCCNC(=O)Cn1c(=O)ncn1C)S(C)(=O)=O,ZINC000516389029,OK,305.36000000000007,-2.0204999999999966,1,7,106.29999999999998,7
C[C@@H]1C[C@@H](NC(=O)C(=O)N2CCN(C)C[C@@H]2CN)CN1C1CC1,ZINC000516434819,Filter41_12_dicarbonyl > 0,323.44100000000003,-1.1708999999999958,2,5,81.91,3
C[C@@H]1C[C@H](NC(=O)C(=O)N2CCN(C)C[C@@H]2CN)CN1C1CC1,ZINC000516434823,Filter41_12_dicarbonyl > 0,323.44100000000003,-1.1708999999999958,2,5,81.91,3
C[C@@H]1C[C@H](NC(=O)C(=O)N2CCN(C)C[C@H]2CN)CN1C1CC1,ZINC000516434824,Filter41_12_dicarbonyl > 0,323.44100000000003,-1.1708999999999958,2,5,81.91,3
C[C@@H]1C[C@@H](NC(=O)C(=O)N2CCN(C)C[C@H]2CN)CN1C1CC1,ZINC000516434826,Filter41_12_dicarbonyl > 0,323.44100000000003,-1.1708999999999958,2,5,81.91,3
